id_cliente,nombre,edad,ciudad,segmento,fecha_alta,activo
1641,Carla Díaz,7,San Lorenzo,STANDARD,2024/07/26,YES
8943,Carla Díaz,"""30""",Luque,PREMIUM,2024/03/14,yes
9078,Marcos R.,"""68""",Luque,standard,27-10-2024,NO
7089,Juan R.,2,Fernando,standard,10-03-2024,no
7498,María P.,"""65""",Fernando,PREMIUM,02-11-2024,NO
4087,Marcos R.,7,Asunción,Standard,2024/05/11,Yes
2560,Carla Díaz,0,Luque,PREMIUM,20-01-2024,yes
2388,Ana López,"""32""",Asunción,Standard,16-07-2024,NO
4365,Diego S.,2,Asuncion,Standard,28/02/2024,YES
9902,Lucía M.,-5,Limpio,Standard,02-07-2024,NO
2607,María P.,19,Fernando,STANDARD,23-04-2024,yes
40,Diego S.,52,Asuncion,standard,28-04-2024,yes
7620,María P.,"""25""",San Lorenzo,standard,13-08-2024,Yes
1583,Carla Díaz,59,Limpio,Standard,17-11-2024,YES
6880,Sofía,"""68""",Fernando,STANDARD,2024/10/11,NO
8059,Juan R.,57,Fernando,Standard,2024/02/03,Yes
3832,María P.,5,Asuncion,Standard,12/11/2024,Yes
7011,María P.,11,Asuncion,premium,16-07-2024,no
2953,Carla Díaz,"""65""",Luque,standard,04-09-2024,YES
6564,Sofía,70,Luque,standard,27-04-2024,no
8395,Diego S.,30,Asunción,PREMIUM,2024/04/26,Yes
2591,Carla Díaz,"""23""",Limpio,premium,2024/02/12,Yes
7774,Ana López,28,Luque,Standard,2024/05/01,YES
9797,Lucía M.,3,Limpio,standard,24/05/2024,NO
2141,Sofía,-4,Luque,Standard,28/09/2024,YES
7055,Diego S.,61,Fernando,premium,26-06-2024,Yes
7570,Sofía,19,San Lorenzo,STANDARD,10-12-2024,NO
8722,Luis Gómez,12,Fernando,PREMIUM,23-06-2024,NO
537,Pedro Silva,"""35""",San Lorenzo,STANDARD,15-01-2024,no
4805,Juan R.,-1,Fernando,premium,14/09/2024,yes
186,Lucía M.,6,Asunción,PREMIUM,11-28-2024,NO
5817,María P.,32,Asunción,standard,10/02/2024,no
7002,Ana López,3,Limpio,standard,06-23-2024,Yes
8770,Diego S.,"""63""",Asuncion,standard,04-12-2024,YES
9781,Diego S.,9,Asuncion,STANDARD,28-04-2024,YES
2864,Lucía M.,68,Fernando,standard,12/06/2024,NO
9218,Carla Díaz,64,Asunción,Standard,06-28-2024,Yes
4617,Marcos R.,2,San Lorenzo,STANDARD,17/01/2024,YES
9739,Ana López,41,Asunción,STANDARD,2024/05/11,Yes
1849,Luis Gómez,24,Fernando,Standard,2024/10/05,no
5773,Diego S.,"""33""",Luque,STANDARD,2024/07/19,yes
8085,María P.,-2,Fernando,standard,06-06-2024,yes
1996,Carla Díaz,-5,Asuncion,standard,2024/04/16,NO
8858,Sofía,22,Asuncion,STANDARD,13/08/2024,no
1117,Juan R.,0,Asunción,standard,02-23-2024,YES
8853,Sofía,"""38""",Asuncion,standard,09-22-2024,Yes
3918,Marcos R.,"""62""",San Lorenzo,STANDARD,03-06-2024,no
1002,Sofía,69,San Lorenzo,Standard,2024/10/07,YES
978,Luis Gómez,62,Luque,STANDARD,08-17-2024,NO
8352,Juan R.,"""38""",Luque,PREMIUM,10/09/2024,YES
8065,Juan R.,"""58""",Fernando,Standard,03-25-2024,yes
1646,María P.,-1,Luque,PREMIUM,2024/09/21,Yes
5455,Juan R.,49,San Lorenzo,PREMIUM,17/12/2024,yes
1276,Carla Díaz,26,Asuncion,STANDARD,2024/05/14,YES
7768,Lucía M.,15,San Lorenzo,standard,04/01/2024,no
9579,Carla Díaz,-4,Limpio,Standard,09-05-2024,YES
4728,Marcos R.,"""69""",Asunción,standard,2024/03/15,Yes
5648,Juan R.,37,San Lorenzo,Standard,2024/08/20,Yes
7493,Juan R.,15,Asunción,premium,26/12/2024,NO
6333,Pedro Silva,18,Asunción,standard,2024/10/24,YES
847,Luis Gómez,23,Luque,PREMIUM,02-06-2024,NO
1520,Carla Díaz,65,Luque,standard,2024/04/09,NO
878,Ana López,"""50""",Fernando,premium,01-02-2024,NO
1952,Lucía M.,"""30""",Limpio,standard,28-03-2024,no
9658,Luis Gómez,"""27""",Limpio,standard,02-20-2024,yes
4734,Luis Gómez,"""18""",Limpio,PREMIUM,23-12-2024,NO
6782,Luis Gómez,"""69""",Fernando,STANDARD,03-21-2024,YES
3209,Marcos R.,"""18""",Fernando,STANDARD,05-11-2024,YES
1244,Juan R.,26,Limpio,PREMIUM,2024/01/04,Yes
3825,Marcos R.,32,San Lorenzo,STANDARD,08-09-2024,NO
2514,Carla Díaz,"""22""",Fernando,Standard,06-21-2024,YES
3234,Juan R.,1,Limpio,premium,24/11/2024,Yes
1828,Carla Díaz,"""48""",Fernando,PREMIUM,26/01/2024,NO
8155,María P.,67,Fernando,PREMIUM,10/01/2024,YES
3428,Marcos R.,29,Asunción,premium,04-11-2024,yes
9715,Carla Díaz,15,Luque,standard,16-11-2024,no
7480,Luis Gómez,"""55""",Asuncion,PREMIUM,26-12-2024,NO
3951,Pedro Silva,51,Asunción,premium,04/12/2024,Yes
1151,Diego S.,"""38""",Asunción,PREMIUM,06-06-2024,yes
1911,Pedro Silva,"""42""",Luque,Standard,2024/02/10,Yes
3281,Lucía M.,"""23""",Asunción,STANDARD,14-09-2024,YES
2438,Marcos R.,0,Luque,PREMIUM,04-24-2024,NO
7641,Sofía,-4,Limpio,STANDARD,2024/08/14,YES
6064,Carla Díaz,54,Fernando,STANDARD,09-28-2024,Yes
6887,Carla Díaz,"""47""",Asunción,standard,21/01/2024,yes
4704,Ana López,30,Luque,premium,05/08/2024,YES
9815,Pedro Silva,64,Luque,STANDARD,03-26-2024,Yes
5937,Carla Díaz,"""29""",Asunción,PREMIUM,10/01/2024,yes
6873,Marcos R.,8,San Lorenzo,Standard,2024/12/18,yes
1050,Marcos R.,12,San Lorenzo,standard,04-07-2024,NO
2025,Marcos R.,"""32""",Asunción,STANDARD,2024/10/08,no
2448,Juan R.,"""53""",Limpio,Standard,13-11-2024,Yes
4731,Marcos R.,-1,Limpio,standard,14/11/2024,no
3926,Luis Gómez,48,Asunción,standard,28/02/2024,yes
4081,Diego S.,-4,Fernando,Standard,15-09-2024,YES
6794,Lucía M.,40,Fernando,PREMIUM,2024/03/03,NO
8393,Diego S.,62,Asunción,STANDARD,10-07-2024,NO
6389,Lucía M.,44,Asuncion,STANDARD,09-10-2024,NO
7990,Marcos R.,-3,Asunción,STANDARD,15/05/2024,NO
1284,María P.,5,Luque,standard,2024/09/18,no
3054,Carla Díaz,2,San Lorenzo,Standard,01/10/2024,yes
3371,Ana López,"""70""",Asuncion,standard,07-05-2024,no
3981,Lucía M.,45,Limpio,STANDARD,07-27-2024,no
6808,Pedro Silva,"""70""",Limpio,PREMIUM,03-08-2024,YES
9130,Ana López,37,San Lorenzo,standard,2024/12/18,Yes
4867,Carla Díaz,28,Luque,standard,13-07-2024,no
4263,Sofía,14,Asunción,Standard,2024/07/21,NO
1449,Lucía M.,-1,Limpio,standard,07-14-2024,yes
5512,Juan R.,"""38""",Asunción,Standard,2024/08/10,no
1585,Pedro Silva,38,Asuncion,standard,19/06/2024,YES
8519,María P.,14,Fernando,STANDARD,04/11/2024,YES
6788,Ana López,11,Asunción,Standard,2024/06/27,yes
6828,Marcos R.,67,Asunción,standard,2024/10/17,yes
6349,Marcos R.,6,Asunción,standard,24/06/2024,yes
159,Juan R.,34,Luque,PREMIUM,2024/05/19,no
5016,María P.,53,Limpio,standard,24-04-2024,yes
2086,Pedro Silva,8,Limpio,STANDARD,2024/01/22,Yes
1837,Sofía,4,Asunción,PREMIUM,09/05/2024,no
3709,Ana López,4,San Lorenzo,STANDARD,05-12-2024,yes
3778,Carla Díaz,"""59""",Asuncion,Standard,10-24-2024,no
8459,Sofía,32,Fernando,Standard,12-03-2024,yes
1156,Juan R.,38,Limpio,Standard,20-02-2024,yes
6243,Juan R.,53,San Lorenzo,Standard,16/10/2024,NO
6006,Diego S.,22,San Lorenzo,STANDARD,08-27-2024,Yes
5777,Pedro Silva,7,San Lorenzo,premium,2024/06/04,YES
8442,Luis Gómez,54,San Lorenzo,standard,01/04/2024,no
8532,Lucía M.,13,Asuncion,Standard,09-26-2024,yes
9900,Pedro Silva,"""54""",San Lorenzo,STANDARD,06-13-2024,no
7394,Sofía,-4,Fernando,STANDARD,2024/04/11,Yes
9518,Pedro Silva,23,Asuncion,PREMIUM,09/02/2024,yes
8091,Carla Díaz,-2,Fernando,PREMIUM,2024/06/20,NO
1953,Ana López,15,Fernando,PREMIUM,01-23-2024,Yes
2168,Marcos R.,"""34""",San Lorenzo,PREMIUM,2024/06/04,no
1452,Diego S.,35,Asunción,premium,2024/06/14,NO
6746,Marcos R.,25,Limpio,STANDARD,26-11-2024,no
3497,Carla Díaz,54,Fernando,standard,02/02/2024,yes
5044,Diego S.,"""56""",Limpio,STANDARD,2024/02/23,Yes
3540,Ana López,25,San Lorenzo,STANDARD,18/02/2024,no
6402,Marcos R.,"""39""",San Lorenzo,premium,07-15-2024,no
1412,Luis Gómez,"""61""",Asuncion,Standard,20/03/2024,YES
2965,Sofía,12,San Lorenzo,STANDARD,2024/10/24,YES
4993,Lucía M.,66,Fernando,PREMIUM,2024/06/12,Yes
3894,Marcos R.,49,Asuncion,STANDARD,09-02-2024,NO
6378,Juan R.,-3,Fernando,STANDARD,2024/03/14,Yes
5538,Lucía M.,25,Luque,PREMIUM,18-09-2024,Yes
5477,Pedro Silva,49,Luque,PREMIUM,2024/10/11,YES
7664,Diego S.,64,Asunción,STANDARD,28/08/2024,YES
7621,Lucía M.,68,San Lorenzo,PREMIUM,17-03-2024,no
3816,Carla Díaz,22,Asunción,STANDARD,12/02/2024,YES
1740,María P.,29,Asunción,Standard,2024/06/16,yes
4990,Carla Díaz,7,Asunción,STANDARD,2024/10/26,no
1792,Diego S.,57,Asuncion,PREMIUM,08-01-2024,yes
5725,Marcos R.,"""18""",Limpio,STANDARD,10-05-2024,Yes
1756,Luis Gómez,68,San Lorenzo,standard,18/03/2024,yes
7897,Juan R.,"""36""",Asuncion,PREMIUM,03-10-2024,YES
4959,Ana López,48,Luque,premium,20/08/2024,YES
5565,Luis Gómez,4,Asunción,standard,02-02-2024,no
9457,Pedro Silva,5,Asunción,standard,06-03-2024,no
8942,Pedro Silva,"""41""",Limpio,STANDARD,12/06/2024,NO
2431,Pedro Silva,"""56""",Asuncion,Standard,19-04-2024,yes
580,Diego S.,"""45""",Asunción,standard,10-21-2024,YES
4322,Luis Gómez,63,San Lorenzo,standard,20-03-2024,no
7026,María P.,37,Limpio,premium,2024/04/09,Yes
3322,Diego S.,-2,Asunción,standard,27/10/2024,Yes
5272,Sofía,-1,Fernando,STANDARD,02-06-2024,NO
559,Diego S.,50,Asunción,premium,2024/01/09,NO
132,Pedro Silva,7,Fernando,PREMIUM,06/02/2024,YES
1215,Pedro Silva,-3,Luque,STANDARD,12/04/2024,yes
2350,Pedro Silva,19,Asuncion,PREMIUM,09-02-2024,no
7676,Lucía M.,12,Fernando,premium,01-02-2024,Yes
8003,Marcos R.,47,Fernando,PREMIUM,07-03-2024,Yes
1124,Pedro Silva,62,Fernando,STANDARD,26/12/2024,Yes
9854,Pedro Silva,25,Asunción,Standard,09-07-2024,Yes
7190,Diego S.,-4,San Lorenzo,PREMIUM,05-23-2024,yes
6802,Luis Gómez,60,Fernando,premium,08/06/2024,YES
4076,Luis Gómez,65,Asuncion,STANDARD,23-05-2024,YES
3570,Juan R.,48,Asuncion,standard,04/12/2024,yes
4115,Carla Díaz,18,Limpio,premium,2024/08/02,Yes
2089,Luis Gómez,"""65""",San Lorenzo,standard,03-05-2024,no
3478,Marcos R.,58,San Lorenzo,premium,08-14-2024,no
35,Juan R.,-4,Luque,premium,2024/03/05,Yes
1097,María P.,"""28""",San Lorenzo,premium,04-05-2024,yes
4912,Lucía M.,45,San Lorenzo,standard,20/01/2024,yes
7678,Marcos R.,"""45""",Limpio,PREMIUM,22/10/2024,no
9950,María P.,"""60""",Limpio,standard,2024/11/16,yes
5689,Carla Díaz,"""27""",Fernando,STANDARD,15-08-2024,Yes
1896,María P.,2,Asunción,PREMIUM,24-11-2024,NO
2479,Sofía,54,San Lorenzo,standard,13-09-2024,no
6757,Carla Díaz,13,Limpio,Standard,17-07-2024,yes
5130,Marcos R.,5,Luque,standard,11/05/2024,NO
7453,Pedro Silva,65,Asunción,Standard,05/08/2024,Yes
546,Pedro Silva,-3,Limpio,standard,20/08/2024,NO
1769,Carla Díaz,"""38""",Fernando,STANDARD,2024/05/04,YES
2332,Ana López,"""34""",Limpio,premium,2024/06/22,yes
982,Sofía,"""57""",Fernando,Standard,2024/11/21,no
1099,Pedro Silva,"""49""",Limpio,STANDARD,05-23-2024,no
5635,Ana López,68,Fernando,STANDARD,04-05-2024,no
1385,Diego S.,-2,San Lorenzo,STANDARD,23-10-2024,Yes
4020,Sofía,"""34""",Luque,PREMIUM,04-06-2024,NO
3810,Juan R.,21,Asunción,Standard,2024/09/08,NO
6572,Marcos R.,12,Asuncion,premium,13/07/2024,no
2027,Diego S.,62,Limpio,PREMIUM,27-06-2024,NO
6918,Pedro Silva,70,Luque,premium,08-01-2024,no
499,Diego S.,49,Asunción,premium,2024/11/27,YES
5025,Ana López,"""22""",San Lorenzo,STANDARD,01/01/2024,Yes
9978,Lucía M.,"""61""",Asunción,Standard,09-07-2024,no
3652,Juan R.,14,Asunción,premium,07-05-2024,yes
6236,Sofía,60,Luque,STANDARD,24/05/2024,no
5904,Diego S.,3,Asunción,premium,2024/03/15,NO
7125,Pedro Silva,"""20""",Asuncion,PREMIUM,03-12-2024,yes
6473,María P.,41,San Lorenzo,STANDARD,18/11/2024,Yes
6574,Luis Gómez,"""55""",San Lorenzo,STANDARD,02-12-2024,yes
5339,María P.,33,Limpio,PREMIUM,2024/10/01,YES
6798,Carla Díaz,70,Asuncion,PREMIUM,12-13-2024,YES
2983,María P.,42,Asunción,premium,11-19-2024,yes
7216,Sofía,-1,Limpio,premium,01/06/2024,no
1524,Marcos R.,14,San Lorenzo,standard,06-01-2024,Yes
6317,Pedro Silva,41,Limpio,premium,2024/12/21,YES
7688,María P.,"""33""",Luque,premium,12-27-2024,Yes
8666,María P.,"""46""",Asuncion,standard,07-21-2024,NO
6023,Diego S.,"""32""",Limpio,PREMIUM,19/01/2024,no
5145,Lucía M.,6,Luque,standard,2024/10/01,NO
4243,Juan R.,26,San Lorenzo,STANDARD,09-03-2024,YES
9627,Carla Díaz,4,Limpio,premium,25-07-2024,no
8045,Sofía,"""46""",Asunción,PREMIUM,2024/02/07,NO
8548,Marcos R.,"""64""",Asunción,Standard,2024/04/11,yes
614,Luis Gómez,-3,Limpio,Standard,2024/05/02,NO
7365,Marcos R.,12,San Lorenzo,premium,2024/04/27,Yes
8232,Marcos R.,43,Fernando,premium,05-10-2024,yes
7472,Juan R.,"""53""",Luque,STANDARD,15-10-2024,yes
7943,Marcos R.,69,Luque,PREMIUM,20/05/2024,NO
2998,Carla Díaz,56,Luque,premium,07-09-2024,Yes
3280,María P.,65,Fernando,premium,11-14-2024,no
4296,Lucía M.,-4,Luque,standard,11-08-2024,yes
5569,Lucía M.,13,Asunción,PREMIUM,2024/02/07,no
8719,Ana López,"""64""",Asuncion,premium,11/08/2024,NO
5476,Juan R.,32,San Lorenzo,Standard,14-12-2024,yes
2644,Marcos R.,"""28""",Luque,STANDARD,03/02/2024,NO
7258,Marcos R.,23,Fernando,STANDARD,13/07/2024,YES
6184,Ana López,-2,Limpio,premium,2024/09/28,NO
3799,Lucía M.,-5,Asunción,standard,12/04/2024,YES
3757,Ana López,15,Asuncion,STANDARD,03-02-2024,NO
8750,Carla Díaz,"""30""",Asunción,PREMIUM,24-11-2024,no
1979,Pedro Silva,56,Fernando,Standard,2024/10/11,NO
455,María P.,4,Asuncion,standard,11/02/2024,Yes
5701,Carla Díaz,7,Fernando,premium,03/03/2024,YES
5966,Sofía,4,Fernando,Standard,10-08-2024,yes
2055,Luis Gómez,-2,San Lorenzo,Standard,27/01/2024,no
1222,Juan R.,7,Luque,premium,06-05-2024,YES
4097,Juan R.,30,San Lorenzo,premium,03-05-2024,NO
3167,Pedro Silva,"""29""",Luque,standard,2024/05/19,yes
81,Juan R.,62,San Lorenzo,Standard,01-08-2024,Yes
2681,Juan R.,36,San Lorenzo,PREMIUM,17-04-2024,yes
845,Marcos R.,"""60""",Limpio,PREMIUM,12-08-2024,Yes
2879,Luis Gómez,9,Fernando,standard,09/07/2024,Yes
6113,Ana López,9,Fernando,Standard,21-11-2024,yes
3264,Lucía M.,26,Luque,Standard,17-12-2024,no
6744,Diego S.,23,Limpio,standard,04-12-2024,NO
1874,Luis Gómez,"""69""",Asunción,STANDARD,28/10/2024,no
8539,Ana López,"""46""",Luque,Standard,14-03-2024,Yes
8695,María P.,"""29""",Asuncion,Standard,26-07-2024,NO
7888,Juan R.,32,Fernando,standard,27-02-2024,no
1967,Diego S.,32,San Lorenzo,Standard,07-01-2024,Yes
4140,Lucía M.,39,Asunción,premium,01/07/2024,Yes
1102,María P.,7,San Lorenzo,STANDARD,04-05-2024,no
3789,María P.,48,Limpio,premium,25/09/2024,no
3336,Carla Díaz,"""52""",Fernando,Standard,26-01-2024,YES
8673,Luis Gómez,"""33""",Luque,PREMIUM,01-22-2024,Yes
9700,María P.,"""30""",Luque,standard,10-28-2024,Yes
9853,María P.,67,Asuncion,standard,18-02-2024,YES
6035,María P.,36,Limpio,premium,03-26-2024,Yes
5258,María P.,46,Fernando,premium,2024/01/18,Yes
3047,María P.,67,Limpio,STANDARD,01-03-2024,YES
3366,Pedro Silva,0,San Lorenzo,STANDARD,2024/09/10,YES
3493,Lucía M.,-2,Asunción,standard,07/01/2024,Yes
667,Juan R.,8,Limpio,Standard,11/04/2024,YES
723,Marcos R.,"""19""",San Lorenzo,STANDARD,08/07/2024,NO
2204,Ana López,-3,Asuncion,Standard,2024/03/09,YES
977,Pedro Silva,19,Fernando,standard,15/11/2024,NO
5079,Pedro Silva,"""57""",Fernando,Standard,2024/04/25,no
6983,Diego S.,59,San Lorenzo,Standard,04-08-2024,NO
7302,Ana López,"""47""",San Lorenzo,STANDARD,2024/07/20,no
6521,Lucía M.,4,Asuncion,PREMIUM,26/09/2024,Yes
3535,Sofía,51,Fernando,standard,07/08/2024,NO
3325,Lucía M.,14,Asunción,standard,2024/07/02,Yes
7391,Marcos R.,18,Asuncion,Standard,04-09-2024,no
1881,Luis Gómez,68,Luque,Standard,23/08/2024,yes
1138,Sofía,"""47""",San Lorenzo,standard,04-05-2024,YES
2494,Diego S.,52,Asuncion,premium,2024/01/16,YES
1950,Pedro Silva,"""26""",Asunción,premium,02-11-2024,yes
5156,María P.,7,Fernando,Standard,28/11/2024,Yes
6288,Sofía,"""33""",Fernando,STANDARD,10-11-2024,YES
8289,Marcos R.,"""66""",Asunción,standard,01-07-2024,Yes
9745,Lucía M.,"""50""",Asuncion,STANDARD,14-10-2024,Yes
4,Juan R.,"""21""",Luque,PREMIUM,2024/04/01,Yes
8399,Pedro Silva,"""69""",Asunción,STANDARD,09-09-2024,Yes
6643,Marcos R.,"""53""",Asunción,PREMIUM,14-08-2024,yes
6853,Juan R.,"""51""",Luque,STANDARD,2024/08/11,no
8518,Lucía M.,42,Asuncion,Standard,12-09-2024,NO
3412,Carla Díaz,38,Asunción,Standard,2024/04/15,YES
1732,Marcos R.,"""55""",Asunción,premium,11/04/2024,yes
4577,Sofía,24,Asunción,Standard,23-08-2024,Yes
2618,Sofía,29,San Lorenzo,standard,07-12-2024,Yes
6084,Ana López,-2,San Lorenzo,Standard,09/10/2024,no
5552,Carla Díaz,12,Fernando,Standard,09-26-2024,Yes
912,Carla Díaz,"""50""",Asunción,PREMIUM,04-10-2024,Yes
2909,Carla Díaz,9,Limpio,PREMIUM,08-17-2024,NO
5033,María P.,44,Fernando,premium,26/03/2024,NO
9312,Ana López,3,Fernando,Standard,10-13-2024,yes
1204,Ana López,"""35""",Fernando,premium,25/01/2024,NO
7295,Luis Gómez,64,Asuncion,Standard,15-10-2024,Yes
9343,Sofía,21,Fernando,Standard,2024/02/11,NO
5890,Pedro Silva,"""42""",San Lorenzo,PREMIUM,27-11-2024,YES
7839,Ana López,9,Luque,standard,14/06/2024,yes
9394,Sofía,-1,Fernando,Standard,04-05-2024,yes
9649,Marcos R.,1,Asuncion,STANDARD,09-17-2024,yes
9546,Luis Gómez,4,Asunción,Standard,20-10-2024,YES
6373,María P.,0,Luque,PREMIUM,2024/01/01,yes
4855,Luis Gómez,18,Limpio,Standard,18-07-2024,yes
8514,Juan R.,15,Limpio,PREMIUM,2024/04/17,Yes
1858,Diego S.,48,Luque,STANDARD,2024/01/23,NO
2358,María P.,12,Limpio,Standard,26-04-2024,yes
2645,Diego S.,"""22""",Asunción,Standard,22/03/2024,no
680,Carla Díaz,60,San Lorenzo,PREMIUM,28/12/2024,Yes
4754,Marcos R.,67,San Lorenzo,STANDARD,13/08/2024,no
3419,Sofía,4,Asuncion,premium,25/05/2024,Yes
7068,Lucía M.,"""42""",San Lorenzo,standard,07-05-2024,no
6252,Pedro Silva,2,Limpio,PREMIUM,02/07/2024,Yes
8953,Carla Díaz,5,Fernando,premium,18/02/2024,yes
3080,Juan R.,"""46""",San Lorenzo,standard,06-11-2024,no
6497,Juan R.,-4,Limpio,PREMIUM,2024/12/10,NO
5249,María P.,59,San Lorenzo,STANDARD,2024/09/17,no
1801,Diego S.,43,Luque,standard,01-05-2024,YES
3702,Lucía M.,"""56""",Luque,standard,2024/06/17,no
1519,Carla Díaz,65,Asunción,STANDARD,12-10-2024,yes
4746,Ana López,14,San Lorenzo,standard,17-03-2024,Yes
1577,Diego S.,33,Limpio,Standard,20-07-2024,YES
4622,Marcos R.,56,San Lorenzo,premium,03-01-2024,Yes
3348,Ana López,-2,San Lorenzo,PREMIUM,21/12/2024,NO
3727,Ana López,58,Limpio,standard,10-03-2024,Yes
5304,Juan R.,4,Fernando,standard,26-04-2024,YES
7712,Pedro Silva,"""43""",Limpio,PREMIUM,08-14-2024,no
1777,Juan R.,-3,San Lorenzo,STANDARD,19-11-2024,yes
9095,Ana López,11,Luque,PREMIUM,18-08-2024,YES
2830,Juan R.,"""62""",San Lorenzo,STANDARD,02-06-2024,Yes
8237,Sofía,33,Fernando,PREMIUM,18-11-2024,no
4923,Marcos R.,54,Luque,STANDARD,12-02-2024,no
7598,Luis Gómez,12,San Lorenzo,premium,06-12-2024,Yes
8622,Luis Gómez,-4,Asuncion,standard,10-11-2024,yes
72,María P.,"""46""",San Lorenzo,premium,2024/02/24,yes
4785,Marcos R.,40,Fernando,standard,2024/01/16,no
5063,Diego S.,29,Limpio,STANDARD,06-02-2024,Yes
1200,Lucía M.,69,San Lorenzo,premium,07-20-2024,YES
2394,Luis Gómez,54,Limpio,Standard,06-11-2024,no
5263,Luis Gómez,"""18""",San Lorenzo,PREMIUM,18-08-2024,NO
4585,Marcos R.,6,San Lorenzo,standard,17/01/2024,NO
818,María P.,"""34""",Luque,PREMIUM,19-10-2024,YES
4025,Diego S.,"""43""",Asuncion,premium,03-08-2024,Yes
406,Marcos R.,"""56""",Asunción,standard,21-05-2024,yes
9912,Marcos R.,"""49""",Asunción,Standard,28/02/2024,no
3295,Pedro Silva,45,Asuncion,STANDARD,2024/09/02,NO
6453,Ana López,14,Fernando,premium,02-02-2024,YES
5375,Carla Díaz,9,Luque,standard,08-04-2024,yes
7416,María P.,-4,Asunción,standard,2024/11/14,no
274,María P.,13,Fernando,standard,23/08/2024,Yes
8718,Diego S.,"""38""",San Lorenzo,standard,05-06-2024,Yes
9090,María P.,"""28""",Limpio,STANDARD,08-09-2024,yes
5206,Diego S.,"""21""",Asunción,standard,27/05/2024,Yes
4260,Carla Díaz,11,Luque,Standard,2024/07/01,NO
83,Diego S.,-2,Luque,standard,01-27-2024,NO
5540,Lucía M.,"""51""",Asuncion,PREMIUM,28-03-2024,yes
2401,Luis Gómez,14,San Lorenzo,standard,28-12-2024,YES
3863,Diego S.,"""45""",Luque,PREMIUM,06-02-2024,yes
7496,Lucía M.,"""58""",Asunción,standard,15/02/2024,NO
9612,María P.,4,Luque,Standard,2024/05/22,yes
823,Sofía,27,Luque,Standard,2024/09/20,Yes
4133,Sofía,69,Asuncion,standard,07-23-2024,no
1844,Lucía M.,"""70""",Asuncion,Standard,02-18-2024,Yes
7403,Pedro Silva,"""59""",Asuncion,standard,04-06-2024,no
3663,Carla Díaz,-4,Asunción,STANDARD,2024/04/21,YES
