id_cliente,nombre,edad,ciudad,segmento,fecha_alta,activo
6564,sofía,70.0,luque,standard,2024-04-27,False
8395,diego s.,30.0,asunción,premium,2024-04-26,True
2591,carla díaz,,limpio,premium,2024-02-12,True
7774,ana lópez,28.0,luque,standard,2024-05-01,True
9797,lucía m.,3.0,limpio,standard,2024-05-24,False
2141,sofía,,luque,standard,2024-09-28,True
7055,diego s.,61.0,fernando,premium,2024-06-26,True
7570,sofía,19.0,san lorenzo,standard,2024-12-10,False
8722,luis gómez,12.0,fernando,premium,2024-06-23,False
537,pedro silva,,san lorenzo,standard,2024-01-15,False
4805,juan r.,,fernando,premium,2024-09-14,True
186,lucía m.,6.0,asunción,premium,2024-11-28,False
5817,maría p.,32.0,asunción,standard,2024-02-10,False
7002,ana lópez,3.0,limpio,standard,2024-06-23,True
8770,diego s.,,asuncion,standard,2024-12-04,True
9781,diego s.,9.0,asuncion,standard,2024-04-28,True
2864,lucía m.,68.0,fernando,standard,2024-06-12,False
9218,carla díaz,64.0,asunción,standard,2024-06-28,True
4617,marcos r.,2.0,san lorenzo,standard,2024-01-17,True
9739,ana lópez,41.0,asunción,standard,2024-05-11,True
1849,luis gómez,24.0,fernando,standard,2024-10-05,False
5773,diego s.,,luque,standard,2024-07-19,True
8085,maría p.,,fernando,standard,2024-06-06,True
1996,carla díaz,,asuncion,standard,2024-04-16,False
8858,sofía,22.0,asuncion,standard,2024-08-13,False
1117,juan r.,0.0,asunción,standard,2024-02-23,True
8853,sofía,,asuncion,standard,2024-09-22,True
3918,marcos r.,,san lorenzo,standard,2024-06-03,False
1002,sofía,69.0,san lorenzo,standard,2024-10-07,True
978,luis gómez,62.0,luque,standard,2024-08-17,False
8352,juan r.,,luque,premium,2024-09-10,True
8065,juan r.,,fernando,standard,2024-03-25,True
1646,maría p.,,luque,premium,2024-09-21,True
5455,juan r.,49.0,san lorenzo,premium,2024-12-17,True
1276,carla díaz,26.0,asuncion,standard,2024-05-14,True
7768,lucía m.,15.0,san lorenzo,standard,2024-01-04,False
9579,carla díaz,,limpio,standard,2024-05-09,True
4728,marcos r.,,asunción,standard,2024-03-15,True
5648,juan r.,37.0,san lorenzo,standard,2024-08-20,True
7493,juan r.,15.0,asunción,premium,2024-12-26,False
6333,pedro silva,18.0,asunción,standard,2024-10-24,True
847,luis gómez,23.0,luque,premium,2024-06-02,False
1520,carla díaz,65.0,luque,standard,2024-04-09,False
878,ana lópez,,fernando,premium,2024-02-01,False
1952,lucía m.,,limpio,standard,2024-03-28,False
9658,luis gómez,,limpio,standard,2024-02-20,True
4734,luis gómez,,limpio,premium,2024-12-23,False
6782,luis gómez,,fernando,standard,2024-03-21,True
3209,marcos r.,,fernando,standard,2024-11-05,True
1244,juan r.,26.0,limpio,premium,2024-01-04,True
3825,marcos r.,32.0,san lorenzo,standard,2024-09-08,False
2514,carla díaz,,fernando,standard,2024-06-21,True
3234,juan r.,1.0,limpio,premium,2024-11-24,True
1828,carla díaz,,fernando,premium,2024-01-26,False
8155,maría p.,67.0,fernando,premium,2024-01-10,True
3428,marcos r.,29.0,asunción,premium,2024-11-04,True
9715,carla díaz,15.0,luque,standard,2024-11-16,False
7480,luis gómez,,asuncion,premium,2024-12-26,False
3951,pedro silva,51.0,asunción,premium,2024-12-04,True
1151,diego s.,,asunción,premium,2024-06-06,True
1911,pedro silva,,luque,standard,2024-02-10,True
3281,lucía m.,,asunción,standard,2024-09-14,True
2438,marcos r.,0.0,luque,premium,2024-04-24,False
7641,sofía,,limpio,standard,2024-08-14,True
6064,carla díaz,54.0,fernando,standard,2024-09-28,True
6887,carla díaz,,asunción,standard,2024-01-21,True
4704,ana lópez,30.0,luque,premium,2024-08-05,True
9815,pedro silva,64.0,luque,standard,2024-03-26,True
5937,carla díaz,,asunción,premium,2024-01-10,True
6873,marcos r.,8.0,san lorenzo,standard,2024-12-18,True
1050,marcos r.,12.0,san lorenzo,standard,2024-07-04,False
2025,marcos r.,,asunción,standard,2024-10-08,False
2448,juan r.,,limpio,standard,2024-11-13,True
4731,marcos r.,,limpio,standard,2024-11-14,False
3926,luis gómez,48.0,asunción,standard,2024-02-28,True
4081,diego s.,,fernando,standard,2024-09-15,True
6794,lucía m.,40.0,fernando,premium,2024-03-03,False
8393,diego s.,62.0,asunción,standard,2024-07-10,False
6389,lucía m.,44.0,asuncion,standard,2024-10-09,False
7990,marcos r.,,asunción,standard,2024-05-15,False
1284,maría p.,5.0,luque,standard,2024-09-18,False
3054,carla díaz,2.0,san lorenzo,standard,2024-10-01,True
3371,ana lópez,,asuncion,standard,2024-05-07,False
3981,lucía m.,45.0,limpio,standard,2024-07-27,False
6808,pedro silva,,limpio,premium,2024-08-03,True
9130,ana lópez,37.0,san lorenzo,standard,2024-12-18,True
4867,carla díaz,28.0,luque,standard,2024-07-13,False
4263,sofía,14.0,asunción,standard,2024-07-21,False
1449,lucía m.,,limpio,standard,2024-07-14,True
5512,juan r.,,asunción,standard,2024-08-10,False
1585,pedro silva,38.0,asuncion,standard,2024-06-19,True
8519,maría p.,14.0,fernando,standard,2024-11-04,True
6788,ana lópez,11.0,asunción,standard,2024-06-27,True
6828,marcos r.,67.0,asunción,standard,2024-10-17,True
6349,marcos r.,6.0,asunción,standard,2024-06-24,True
159,juan r.,34.0,luque,premium,2024-05-19,False
5016,maría p.,53.0,limpio,standard,2024-04-24,True
2086,pedro silva,8.0,limpio,standard,2024-01-22,True
1837,sofía,4.0,asunción,premium,2024-05-09,False
3709,ana lópez,4.0,san lorenzo,standard,2024-12-05,True
3778,carla díaz,,asuncion,standard,2024-10-24,False
8459,sofía,32.0,fernando,standard,2024-03-12,True
1156,juan r.,38.0,limpio,standard,2024-02-20,True
6243,juan r.,53.0,san lorenzo,standard,2024-10-16,False
6006,diego s.,22.0,san lorenzo,standard,2024-08-27,True
5777,pedro silva,7.0,san lorenzo,premium,2024-06-04,True
8442,luis gómez,54.0,san lorenzo,standard,2024-04-01,False
8532,lucía m.,13.0,asuncion,standard,2024-09-26,True
9900,pedro silva,,san lorenzo,standard,2024-06-13,False
7394,sofía,,fernando,standard,2024-04-11,True
9518,pedro silva,23.0,asuncion,premium,2024-02-09,True
8091,carla díaz,,fernando,premium,2024-06-20,False
1953,ana lópez,15.0,fernando,premium,2024-01-23,True
2168,marcos r.,,san lorenzo,premium,2024-06-04,False
1452,diego s.,35.0,asunción,premium,2024-06-14,False
6746,marcos r.,25.0,limpio,standard,2024-11-26,False
3497,carla díaz,54.0,fernando,standard,2024-02-02,True
5044,diego s.,,limpio,standard,2024-02-23,True
3540,ana lópez,25.0,san lorenzo,standard,2024-02-18,False
6402,marcos r.,,san lorenzo,premium,2024-07-15,False
1412,luis gómez,,asuncion,standard,2024-03-20,True
2965,sofía,12.0,san lorenzo,standard,2024-10-24,True
4993,lucía m.,66.0,fernando,premium,2024-06-12,True
3894,marcos r.,49.0,asuncion,standard,2024-02-09,False
6378,juan r.,,fernando,standard,2024-03-14,True
5538,lucía m.,25.0,luque,premium,2024-09-18,True
5477,pedro silva,49.0,luque,premium,2024-10-11,True
7664,diego s.,64.0,asunción,standard,2024-08-28,True
7621,lucía m.,68.0,san lorenzo,premium,2024-03-17,False
3816,carla díaz,22.0,asunción,standard,2024-02-12,True
1740,maría p.,29.0,asunción,standard,2024-06-16,True
4990,carla díaz,7.0,asunción,standard,2024-10-26,False
1792,diego s.,57.0,asuncion,premium,2024-01-08,True
5725,marcos r.,,limpio,standard,2024-05-10,True
1756,luis gómez,68.0,san lorenzo,standard,2024-03-18,True
7897,juan r.,,asuncion,premium,2024-10-03,True
4959,ana lópez,48.0,luque,premium,2024-08-20,True
5565,luis gómez,4.0,asunción,standard,2024-02-02,False
9457,pedro silva,5.0,asunción,standard,2024-03-06,False
8942,pedro silva,,limpio,standard,2024-06-12,False
2431,pedro silva,,asuncion,standard,2024-04-19,True
580,diego s.,,asunción,standard,2024-10-21,True
4322,luis gómez,63.0,san lorenzo,standard,2024-03-20,False
7026,maría p.,37.0,limpio,premium,2024-04-09,True
3322,diego s.,,asunción,standard,2024-10-27,True
5272,sofía,,fernando,standard,2024-06-02,False
559,diego s.,50.0,asunción,premium,2024-01-09,False
132,pedro silva,7.0,fernando,premium,2024-02-06,True
1215,pedro silva,,luque,standard,2024-04-12,True
2350,pedro silva,19.0,asuncion,premium,2024-02-09,False
7676,lucía m.,12.0,fernando,premium,2024-02-01,True
8003,marcos r.,47.0,fernando,premium,2024-03-07,True
1124,pedro silva,62.0,fernando,standard,2024-12-26,True
9854,pedro silva,25.0,asunción,standard,2024-07-09,True
7190,diego s.,,san lorenzo,premium,2024-05-23,True
6802,luis gómez,60.0,fernando,premium,2024-06-08,True
4076,luis gómez,65.0,asuncion,standard,2024-05-23,True
3570,juan r.,48.0,asuncion,standard,2024-12-04,True
4115,carla díaz,18.0,limpio,premium,2024-08-02,True
2089,luis gómez,,san lorenzo,standard,2024-05-03,False
3478,marcos r.,58.0,san lorenzo,premium,2024-08-14,False
35,juan r.,,luque,premium,2024-03-05,True
1097,maría p.,,san lorenzo,premium,2024-05-04,True
4912,lucía m.,45.0,san lorenzo,standard,2024-01-20,True
7678,marcos r.,,limpio,premium,2024-10-22,False
9950,maría p.,,limpio,standard,2024-11-16,True
5689,carla díaz,,fernando,standard,2024-08-15,True
1896,maría p.,2.0,asunción,premium,2024-11-24,False
2479,sofía,54.0,san lorenzo,standard,2024-09-13,False
6757,carla díaz,13.0,limpio,standard,2024-07-17,True
5130,marcos r.,5.0,luque,standard,2024-05-11,False
7453,pedro silva,65.0,asunción,standard,2024-08-05,True
546,pedro silva,,limpio,standard,2024-08-20,False
1769,carla díaz,,fernando,standard,2024-05-04,True
2332,ana lópez,,limpio,premium,2024-06-22,True
982,sofía,,fernando,standard,2024-11-21,False
1099,pedro silva,,limpio,standard,2024-05-23,False
5635,ana lópez,68.0,fernando,standard,2024-05-04,False
1385,diego s.,,san lorenzo,standard,2024-10-23,True
4020,sofía,,luque,premium,2024-06-04,False
3810,juan r.,21.0,asunción,standard,2024-09-08,False
6572,marcos r.,12.0,asuncion,premium,2024-07-13,False
2027,diego s.,62.0,limpio,premium,2024-06-27,False
6918,pedro silva,70.0,luque,premium,2024-01-08,False
499,diego s.,49.0,asunción,premium,2024-11-27,True
5025,ana lópez,,san lorenzo,standard,2024-01-01,True
9978,lucía m.,,asunción,standard,2024-07-09,False
3652,juan r.,14.0,asunción,premium,2024-05-07,True
6236,sofía,60.0,luque,standard,2024-05-24,False
5904,diego s.,3.0,asunción,premium,2024-03-15,False
7125,pedro silva,,asuncion,premium,2024-12-03,True
6473,maría p.,41.0,san lorenzo,standard,2024-11-18,True
6574,luis gómez,,san lorenzo,standard,2024-12-02,True
5339,maría p.,33.0,limpio,premium,2024-10-01,True
6798,carla díaz,70.0,asuncion,premium,2024-12-13,True
2983,maría p.,42.0,asunción,premium,2024-11-19,True
7216,sofía,,limpio,premium,2024-06-01,False
1524,marcos r.,14.0,san lorenzo,standard,2024-01-06,True
6317,pedro silva,41.0,limpio,premium,2024-12-21,True
7688,maría p.,,luque,premium,2024-12-27,True
8666,maría p.,,asuncion,standard,2024-07-21,False
6023,diego s.,,limpio,premium,2024-01-19,False
5145,lucía m.,6.0,luque,standard,2024-10-01,False
4243,juan r.,26.0,san lorenzo,standard,2024-03-09,True
9627,carla díaz,4.0,limpio,premium,2024-07-25,False
8045,sofía,,asunción,premium,2024-02-07,False
8548,marcos r.,,asunción,standard,2024-04-11,True
614,luis gómez,,limpio,standard,2024-05-02,False
7365,marcos r.,12.0,san lorenzo,premium,2024-04-27,True
8232,marcos r.,43.0,fernando,premium,2024-10-05,True
7472,juan r.,,luque,standard,2024-10-15,True
7943,marcos r.,69.0,luque,premium,2024-05-20,False
2998,carla díaz,56.0,luque,premium,2024-09-07,True
3280,maría p.,65.0,fernando,premium,2024-11-14,False
4296,lucía m.,,luque,standard,2024-08-11,True
5569,lucía m.,13.0,asunción,premium,2024-02-07,False
8719,ana lópez,,asuncion,premium,2024-08-11,False
5476,juan r.,32.0,san lorenzo,standard,2024-12-14,True
2644,marcos r.,,luque,standard,2024-02-03,False
7258,marcos r.,23.0,fernando,standard,2024-07-13,True
6184,ana lópez,,limpio,premium,2024-09-28,False
3799,lucía m.,,asunción,standard,2024-04-12,True
3757,ana lópez,15.0,asuncion,standard,2024-02-03,False
8750,carla díaz,,asunción,premium,2024-11-24,False
1979,pedro silva,56.0,fernando,standard,2024-10-11,False
455,maría p.,4.0,asuncion,standard,2024-02-11,True
5701,carla díaz,7.0,fernando,premium,2024-03-03,True
5966,sofía,4.0,fernando,standard,2024-08-10,True
2055,luis gómez,,san lorenzo,standard,2024-01-27,False
1222,juan r.,7.0,luque,premium,2024-05-06,True
4097,juan r.,30.0,san lorenzo,premium,2024-05-03,False
3167,pedro silva,,luque,standard,2024-05-19,True
81,juan r.,62.0,san lorenzo,standard,2024-08-01,True
2681,juan r.,36.0,san lorenzo,premium,2024-04-17,True
845,marcos r.,,limpio,premium,2024-08-12,True
2879,luis gómez,9.0,fernando,standard,2024-07-09,True
6113,ana lópez,9.0,fernando,standard,2024-11-21,True
3264,lucía m.,26.0,luque,standard,2024-12-17,False
6744,diego s.,23.0,limpio,standard,2024-12-04,False
1874,luis gómez,,asunción,standard,2024-10-28,False
8539,ana lópez,,luque,standard,2024-03-14,True
8695,maría p.,,asuncion,standard,2024-07-26,False
7888,juan r.,32.0,fernando,standard,2024-02-27,False
1967,diego s.,32.0,san lorenzo,standard,2024-01-07,True
4140,lucía m.,39.0,asunción,premium,2024-07-01,True
1102,maría p.,7.0,san lorenzo,standard,2024-05-04,False
3789,maría p.,48.0,limpio,premium,2024-09-25,False
3336,carla díaz,,fernando,standard,2024-01-26,True
8673,luis gómez,,luque,premium,2024-01-22,True
9700,maría p.,,luque,standard,2024-10-28,True
9853,maría p.,67.0,asuncion,standard,2024-02-18,True
6035,maría p.,36.0,limpio,premium,2024-03-26,True
5258,maría p.,46.0,fernando,premium,2024-01-18,True
3047,maría p.,67.0,limpio,standard,2024-03-01,True
3366,pedro silva,0.0,san lorenzo,standard,2024-09-10,True
3493,lucía m.,,asunción,standard,2024-01-07,True
667,juan r.,8.0,limpio,standard,2024-04-11,True
723,marcos r.,,san lorenzo,standard,2024-07-08,False
2204,ana lópez,,asuncion,standard,2024-03-09,True
977,pedro silva,19.0,fernando,standard,2024-11-15,False
5079,pedro silva,,fernando,standard,2024-04-25,False
6983,diego s.,59.0,san lorenzo,standard,2024-08-04,False
7302,ana lópez,,san lorenzo,standard,2024-07-20,False
6521,lucía m.,4.0,asuncion,premium,2024-09-26,True
3535,sofía,51.0,fernando,standard,2024-08-07,False
3325,lucía m.,14.0,asunción,standard,2024-07-02,True
7391,marcos r.,18.0,asuncion,standard,2024-09-04,False
1881,luis gómez,68.0,luque,standard,2024-08-23,True
1138,sofía,,san lorenzo,standard,2024-05-04,True
2494,diego s.,52.0,asuncion,premium,2024-01-16,True
1950,pedro silva,,asunción,premium,2024-11-02,True
5156,maría p.,7.0,fernando,standard,2024-11-28,True
6288,sofía,,fernando,standard,2024-11-10,True
8289,marcos r.,,asunción,standard,2024-07-01,True
9745,lucía m.,,asuncion,standard,2024-10-14,True
4,juan r.,,luque,premium,2024-04-01,True
8399,pedro silva,,asunción,standard,2024-09-09,True
6643,marcos r.,,asunción,premium,2024-08-14,True
6853,juan r.,,luque,standard,2024-08-11,False
8518,lucía m.,42.0,asuncion,standard,2024-09-12,False
3412,carla díaz,38.0,asunción,standard,2024-04-15,True
1732,marcos r.,,asunción,premium,2024-04-11,True
4577,sofía,24.0,asunción,standard,2024-08-23,True
2618,sofía,29.0,san lorenzo,standard,2024-12-07,True
6084,ana lópez,,san lorenzo,standard,2024-10-09,False
5552,carla díaz,12.0,fernando,standard,2024-09-26,True
912,carla díaz,,asunción,premium,2024-10-04,True
2909,carla díaz,9.0,limpio,premium,2024-08-17,False
5033,maría p.,44.0,fernando,premium,2024-03-26,False
9312,ana lópez,3.0,fernando,standard,2024-10-13,True
1204,ana lópez,,fernando,premium,2024-01-25,False
7295,luis gómez,64.0,asuncion,standard,2024-10-15,True
9343,sofía,21.0,fernando,standard,2024-02-11,False
5890,pedro silva,,san lorenzo,premium,2024-11-27,True
7839,ana lópez,9.0,luque,standard,2024-06-14,True
9394,sofía,,fernando,standard,2024-05-04,True
9649,marcos r.,1.0,asuncion,standard,2024-09-17,True
9546,luis gómez,4.0,asunción,standard,2024-10-20,True
6373,maría p.,0.0,luque,premium,2024-01-01,True
4855,luis gómez,18.0,limpio,standard,2024-07-18,True
8514,juan r.,15.0,limpio,premium,2024-04-17,True
1858,diego s.,48.0,luque,standard,2024-01-23,False
2358,maría p.,12.0,limpio,standard,2024-04-26,True
2645,diego s.,,asunción,standard,2024-03-22,False
680,carla díaz,60.0,san lorenzo,premium,2024-12-28,True
4754,marcos r.,67.0,san lorenzo,standard,2024-08-13,False
3419,sofía,4.0,asuncion,premium,2024-05-25,True
7068,lucía m.,,san lorenzo,standard,2024-05-07,False
6252,pedro silva,2.0,limpio,premium,2024-07-02,True
8953,carla díaz,5.0,fernando,premium,2024-02-18,True
3080,juan r.,,san lorenzo,standard,2024-11-06,False
6497,juan r.,,limpio,premium,2024-12-10,False
5249,maría p.,59.0,san lorenzo,standard,2024-09-17,False
1801,diego s.,43.0,luque,standard,2024-05-01,True
3702,lucía m.,,luque,standard,2024-06-17,False
1519,carla díaz,65.0,asunción,standard,2024-10-12,True
4746,ana lópez,14.0,san lorenzo,standard,2024-03-17,True
1577,diego s.,33.0,limpio,standard,2024-07-20,True
4622,marcos r.,56.0,san lorenzo,premium,2024-01-03,True
3348,ana lópez,,san lorenzo,premium,2024-12-21,False
3727,ana lópez,58.0,limpio,standard,2024-03-10,True
5304,juan r.,4.0,fernando,standard,2024-04-26,True
7712,pedro silva,,limpio,premium,2024-08-14,False
1777,juan r.,,san lorenzo,standard,2024-11-19,True
9095,ana lópez,11.0,luque,premium,2024-08-18,True
2830,juan r.,,san lorenzo,standard,2024-06-02,True
8237,sofía,33.0,fernando,premium,2024-11-18,False
4923,marcos r.,54.0,luque,standard,2024-02-12,False
7598,luis gómez,12.0,san lorenzo,premium,2024-12-06,True
8622,luis gómez,,asuncion,standard,2024-11-10,True
72,maría p.,,san lorenzo,premium,2024-02-24,True
4785,marcos r.,40.0,fernando,standard,2024-01-16,False
5063,diego s.,29.0,limpio,standard,2024-02-06,True
1200,lucía m.,69.0,san lorenzo,premium,2024-07-20,True
2394,luis gómez,54.0,limpio,standard,2024-11-06,False
5263,luis gómez,,san lorenzo,premium,2024-08-18,False
4585,marcos r.,6.0,san lorenzo,standard,2024-01-17,False
818,maría p.,,luque,premium,2024-10-19,True
4025,diego s.,,asuncion,premium,2024-08-03,True
406,marcos r.,,asunción,standard,2024-05-21,True
9912,marcos r.,,asunción,standard,2024-02-28,False
3295,pedro silva,45.0,asuncion,standard,2024-09-02,False
6453,ana lópez,14.0,fernando,premium,2024-02-02,True
5375,carla díaz,9.0,luque,standard,2024-04-08,True
7416,maría p.,,asunción,standard,2024-11-14,False
274,maría p.,13.0,fernando,standard,2024-08-23,True
8718,diego s.,,san lorenzo,standard,2024-06-05,True
9090,maría p.,,limpio,standard,2024-09-08,True
5206,diego s.,,asunción,standard,2024-05-27,True
4260,carla díaz,11.0,luque,standard,2024-07-01,False
83,diego s.,,luque,standard,2024-01-27,False
5540,lucía m.,,asuncion,premium,2024-03-28,True
2401,luis gómez,14.0,san lorenzo,standard,2024-12-28,True
3863,diego s.,,luque,premium,2024-02-06,True
7496,lucía m.,,asunción,standard,2024-02-15,False
9612,maría p.,4.0,luque,standard,2024-05-22,True
823,sofía,27.0,luque,standard,2024-09-20,True
4133,sofía,69.0,asuncion,standard,2024-07-23,False
1844,lucía m.,,asuncion,standard,2024-02-18,True
7403,pedro silva,,asuncion,standard,2024-06-04,False
3663,carla díaz,,asunción,standard,2024-04-21,True
8921,marcos r.,11.0,asunción,premium,2024-12-23,True
7635,luis gómez,,luque,premium,2024-04-14,False
2210,carla díaz,,san lorenzo,standard,2024-08-06,False
6682,carla díaz,49.0,asunción,premium,2024-12-06,True
7050,juan r.,63.0,asunción,premium,2024-04-28,False
3402,juan r.,27.0,asunción,standard,2024-07-19,True
549,juan r.,3.0,asunción,premium,2024-07-14,True
121,marcos r.,,fernando,standard,2024-03-22,False
9784,carla díaz,,limpio,premium,2024-01-10,True
8051,luis gómez,12.0,san lorenzo,standard,2024-05-24,False
4732,luis gómez,,san lorenzo,standard,2024-02-10,True
2551,luis gómez,,san lorenzo,standard,2024-03-01,False
9852,diego s.,,san lorenzo,premium,2024-02-06,True
7200,pedro silva,10.0,luque,premium,2024-02-09,True
3958,juan r.,38.0,asunción,standard,2024-08-05,True
9675,lucía m.,60.0,fernando,premium,2024-02-13,True
7936,carla díaz,65.0,asunción,premium,2024-05-15,False
7077,juan r.,28.0,asuncion,standard,2024-03-22,True
5085,diego s.,,luque,standard,2024-01-26,True
1178,maría p.,51.0,limpio,standard,2024-05-07,False
9021,luis gómez,,luque,standard,2024-11-25,False
9480,juan r.,,san lorenzo,standard,2024-10-23,False
7198,sofía,,luque,standard,2024-08-11,False
6967,marcos r.,30.0,san lorenzo,premium,2024-02-21,True
7481,sofía,15.0,asuncion,standard,2024-01-26,True
6319,carla díaz,15.0,asuncion,standard,2024-01-19,False
7684,diego s.,,fernando,standard,2024-03-16,False
9384,diego s.,2.0,luque,premium,2024-08-16,True
3852,lucía m.,21.0,fernando,premium,2024-09-12,True
8804,juan r.,,luque,standard,2024-07-27,False
573,lucía m.,13.0,limpio,standard,2024-09-19,True
6410,pedro silva,1.0,limpio,premium,2024-07-02,True
1584,carla díaz,,asunción,premium,2024-11-13,False
4295,diego s.,37.0,fernando,premium,2024-06-04,True
3841,carla díaz,9.0,san lorenzo,standard,2024-12-05,True
3827,sofía,3.0,limpio,standard,2024-04-16,False
1198,sofía,,fernando,premium,2024-09-18,False
3603,juan r.,5.0,luque,standard,2024-10-09,True
6237,pedro silva,,asuncion,premium,2024-09-10,True
106,lucía m.,,limpio,premium,2024-06-22,False
1510,lucía m.,,limpio,standard,2024-09-19,False
4078,luis gómez,38.0,fernando,premium,2024-08-06,False
3204,marcos r.,65.0,san lorenzo,premium,2024-04-20,False
4621,marcos r.,55.0,asuncion,standard,2024-07-12,False
2860,lucía m.,65.0,asuncion,premium,2024-06-22,False
9587,pedro silva,45.0,luque,premium,2024-12-05,True
4487,sofía,7.0,limpio,standard,2024-02-16,False
1011,juan r.,61.0,asunción,premium,2024-09-06,False
2345,diego s.,,asunción,premium,2024-03-09,False
180,maría p.,12.0,limpio,standard,2024-07-11,False
1131,maría p.,66.0,san lorenzo,standard,2024-10-22,True
655,marcos r.,,limpio,premium,2024-09-20,True
838,carla díaz,28.0,fernando,standard,2024-07-18,False
2,lucía m.,33.0,luque,standard,2024-01-03,False
5149,carla díaz,,luque,premium,2024-02-04,False
8349,pedro silva,37.0,san lorenzo,standard,2024-07-15,True
3423,luis gómez,4.0,asuncion,standard,2024-08-06,False
7271,maría p.,14.0,fernando,standard,2024-05-01,False
3734,diego s.,,luque,premium,2024-08-10,False
3309,marcos r.,15.0,luque,standard,2024-03-25,True
2499,diego s.,,san lorenzo,premium,2024-02-14,False
6228,lucía m.,,luque,premium,2024-01-26,True
4554,diego s.,1.0,asunción,standard,2024-08-02,False
9567,sofía,,luque,premium,2024-06-12,True
6875,lucía m.,56.0,fernando,premium,2024-05-08,False
2799,marcos r.,,limpio,standard,2024-04-05,True
7008,luis gómez,48.0,asunción,premium,2024-01-07,False
8732,diego s.,69.0,luque,standard,2024-12-16,False
7580,marcos r.,35.0,fernando,standard,2024-08-04,False
4836,marcos r.,,asunción,premium,2024-06-07,False
525,luis gómez,45.0,limpio,premium,2024-06-01,True
8216,maría p.,46.0,asuncion,premium,2024-12-25,False
3496,pedro silva,36.0,limpio,standard,2024-06-28,False
8251,marcos r.,,fernando,premium,2024-05-04,True
